id,category,body
5851,sci.space,"Other idea for old space crafts is as navigation beacons and such.. Why not?? If you can put them on ""safe"" ""pause"" mode.. why not have them be activated by a signal from a space craft (manned?) to act as a naviagtion beacon, to take a directional plot on??"
5852,sci.space,"> > > SOmebody mentioned a re-boost of HST during this mission, meaning > that Weight is a very tight margin on this mission. > I haven't heard any hint of a re-boost, or that any is needed. > > why not grapple, do all said fixes, bolt a small liquid fueled > thruster module to HST, then let it make the re-boost. it has to be > cheaper on mass then usingthe shuttle as a tug. Nasty, dirty combustion products! People have gone to monumental efforts to keep HST clean. We certainly aren't going to bolt any thrusters to it."
5853,sci.space,"I've been following discussions about the Delta Clipper program, and I have one small question. As I understand it, the DC-X derived orbital vehicle (DC-Y & 1) is to reenter the atmosphere sort of sideways, not completely nose-first. So why is the DC-Y look symmetric in every drawing I've seen? I would think that an asymmetric design, sort of like wingless Orbiter, may work better, since less shielding is required on the top side. Can anybody explain? - Ken Kobayashi kkobayas@husc.harvard.edu --"
5854,sci.space,"In the Air Force world at least, the crisis escalates when scale models of the plane in question (i.e. about to be sacrificed) begin to arrive in key Senators and Congresspersons' offices. Of course it is assumed that coffee mugs and other decorative junk has been tried earlier. Spiros"
5855,sci.space,"When the Lunar Society's $500M estimate of the cost of a lunar colony was mentioned at Making Orbit, somebody asked Jerry Pournelle ""have you talked to Bill Gates?"". The answer: ""Yes. He says that if he were going to sink that much money into it, he'd want to run it -- and he doesn't have the time."" (Somebody then asked him about Perot. Answer: ""Having Ross Perot on your board may be a bigger problem than not having the money."")"
5856,sci.space,"I attended a colloquium at Goddard last fall where the head of the operations section of NASA was talking about what future missions were going to be funded. I don't remember his name or title off hand and I have discarded the colloquia announcement. In any case, he was asked about that very matter: ""Why can't we spend a few million more to keep instruments that we already have in place going?"" His responce was that there are only so many $ available to him and the lead time on an instrument like a COBE, Magellan, Hubble, etc is 5-10 years minumum. If he spent all that could be spent on using…"
5857,sci.space,"Oh, and us with the big degrees don't got imagination, huh? The alleged dichotomy between imagination and knowledge is one of the most pernicious fallacys of the New Age. Michael, thanks for the generous offer, but we have quite enough dreams of our own, thank you. You, on the other hand, are letting your own dreams go to waste by failing to get the maths/thermodynamics/chemistry/(your choices here) which would give your imagination wings. Just to show this isn't a flame, I leave you with a quote from _Invasion of the Body Snatchers_: ""Become one of us; it's not so bad, you know"""
5858,sci.space,"> If the new Kuiper belt object *is* called 'Karla', the next >one should be called 'Smiley'. Unless I'm imaging things, (always a possibility =) 1992 QB1, the Kuiper Belt object discovered last year, is known as Smiley. As it happens the _second_ one is Karla. The first one was Smiley. All subject to the vagaries of the IAU of course, but I think they might let this one slide... * Steinn Sigurdsson Lick Observatory * * steinly@lick.ucsc.edu ""standard disclaimer"" * * ""The worst thing you can say to a true revolutionary is that his * * revolution is unnecessary, that the problems can be…"
5859,sci.space,I don't think you're going to be able to see the differences from a sphere unless they are greatly exaggerated. Even the equatorial bulge is only about 1 part in 300 -- you'd never notice a 1mm error in a 30cm globe -- and the other deviations from spherical shape are much smaller.
5860,sci.space,"I don't care who told you this it is not generally true. I see EVERY single line item on a contract and I have to sign it. There is no such thing as wrap at this university. I also asked around here. Ther is no wrap at Marquette, University of Wisconsin Madison, Utah State, Weber State or Embry Riddle U. I am not saying that it doees not happen but in every instance that I have been able to track down it does not. Also the president of our University who was Provost at University of West Virgina said that it did not happen there either and that this figure must be included in the overhead to…"
5861,sci.space,Does anyone know how to size cold gas roll control thruster tanks for sounding rockets?
5862,sci.space,"Gulp. [Disclaimer: This opinion is mine and does not represent the views of Fermilab, Universities Research Association, the Department of Energy, or the 49th Ward Regular Science Fiction Organization.]"
5863,sci.space,"The problem is, you can't raise adequate amounts of money that way. The Viking Fund tried. They did succeed, in a way, but only because of the political impact of their fundraising. The actual amount of money they raised was fairly inconsequential; it would not have kept the Viking lander going by itself."
5864,sci.space,"[questions and issues WRT congress raised and discussed} Dennis Replies; ... Dennis, why must you always see things in black and white terms? :-) -Tommy Mac ------------------------------------------------------------------------- Tom McWilliams 517-355-2178 wk \\ As the radius of vision increases, 18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows."
5865,sci.space,"I am sure Mary or Henry can describe this more aptly then me. But here is how i understand it. At Speed, Near supersonic. The wind behaves like a fluid pipe. It becomes incompressible. So wind has to bend away from the wing edges. AS the wing thickens, the more the pipes bend. If they have no place to go, they begin to stall, and force compression, stealing power from the vehicle (High Drag). If you squeeze the fuselage, so that these pipes have aplace to bend into, then drag is reduced. Essentially, teh cross sectional area of the aircraft shoulf remain constant for all areas of the…"
